id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd11408_c0	gamma-Glutamyl-GABA_c0	C9H15N2O5	-1	MKYPKZSGLSOGLL-LURJTMIESA-M	NC(CCC([O-])=NCCCC(=O)O)C(=O)O	-191.47	C15767	cpd11408
cpd00296_c0	dGMP_c0	C10H12N5O7P	-2	LTFMZDNNPPEQNG-KVQBGUIXSA-L	N=c1nc([O-])c2ncn(C3CC(O)C(COP(=O)([O-])O)O3)c2[nH]1	-268.46	C00362	cpd00296
cpd00277_c0	Deoxyguanosine_c0	C10H13N5O4	0	YKBGVTZYEHREMT-KVQBGUIXSA-N	N=c1nc(O)c2ncn(C3CC(O)C(CO)O3)c2[nH]1	-55.96	C00330	cpd00277
cpd11570_c0	3-Oxooctodecanoyl-ACP_c0	C29H53N2O9PRS	-1					cpd11570
cpd11571_c0	3-Hydroxyoctodecanoyl-ACP_c0	C29H55N2O9PRS	-1					cpd11571
cpd01306_c0	Cycloartenol_c0	C30H50O	0	HVXLSFNCWWWDPA-COENLIPYSA-N	C=C(C)CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC45CC35CCC12C		C01902	cpd01306
cpd05727_c0	24-Methylenecycloartanol_c0	C31H52O	0	BDHQMRXFDYJGII-IPZXCPSCSA-N	C=C(CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC45CC35CCC12C)C(C)C		C08830	cpd05727
cpd01324_c0	L-Histidinal_c0	C6H10N3O	1	VYOIELONWKIZJS-YFKPBYRVSA-O	[NH3+]C(C=O)Cc1cnc[nH]1	7.07	C01929	cpd01324
cpd15325_c0	1-dodecanoyl-sn-glycerol 3-phosphate_c0	C15H29O7P	-2	STTKJLVEXMKLNA-UHFFFAOYSA-L	CCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-]	-349.93		cpd15325
cpd15521_c0	1,2-didodecanoyl-sn-glycerol 3-phosphate_c0	C27H52O8P	-1			-371.18		cpd15521
cpd15679_c0	1,2-diisotetradecanoyl-sn-glycerol 3-phosphate_c0	C31H60O8P	-1			-368.32		cpd15679
cpd00497_c0	XMP_c0	C10H11N4O9P	-2	DCTLYFZHFGENCW-UUOKFMHZSA-L	O=P(O)(O)OCC1OC(n2cnc3c([O-])nc([O-])nc32)C(O)C1O	-364.43	C00655	cpd00497
cpd00957_c0	2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone_c0	C9H14N5O8P	-2	OCLCLRXKNJCOJD-UMMCILCDSA-L	N=c1nc([O-])c(N)c(NC2OC(COP(=O)([O-])O)C(O)C2O)[nH]1	-338.54	C01304	cpd00957
cpd00449_c0	Dihydrolipoamide_c0	C8H17NOS2	0	VLYUGYAKYZETRF-SSDOTTSWSA-N	N=C(O)CCCCC(S)CCS	-27.348	C00579	cpd00449
cpd11553_c0	6-methyl-heptanoyl-ACP_c0	C19H35N2O8PRS	-1					cpd11553
cpd00186_c0	D-Glutamate_c0	C5H8NO4	-1	WHUUTDBJXJRKMK-GSVOUGTGSA-M	NC(CCC(=O)[O-])C(=O)O	-164.13	C00217	cpd00186
cpd01512_c0	5-Oxo-D-proline_c0	C5H6NO3	-1	ODHCTXKNWHHXJC-GSVOUGTGSA-M	O=C(O)C1CCC([O-])=N1	-110.12	C02237	cpd01512
cpd11484_c0	HMA_c0	C25H47N2O9PRS	-1				C04688	cpd11484
cpd11467_c0	(2E)-Tetradecenoyl-[acp]_c0	C25H45N2O8PRS	-2				C05760	cpd11467
cpd03518_c0	Formamidopyrimidine nucleoside triphosphate_c0	C10H15N5O15P3	-3	NDXMRXXKCCKQQV-UUOKFMHZSA-K	N=c1nc([O-])c(N=C[O-])c(NC2OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)C(O)C2O)[nH]1	-790.78	C05922	cpd03518
cpd03519_c0	2,5-Diaminopyrimidine nucleoside triphosphate_c0	C9H15N5O14P3	-3	CRXOALRUOMUPMC-UMMCILCDSA-K	N=c1nc([O-])c(N)c(NC2OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C2O)[nH]1	-754.54	C05923	cpd03519
cpd10515_e0	Fe2+_e0	Fe	2	CWYNVVGOOAEACU-UHFFFAOYSA-N	[Fe+2]	-18.85	C14818	cpd10515
cpd10515_c0	Fe2+_c0	Fe	2	CWYNVVGOOAEACU-UHFFFAOYSA-N	[Fe+2]	-18.85	C14818	cpd10515
cpd03963_c0	Biuret_c0	C2H5N3O2	0	OHJMTUPIZMNBFR-UHFFFAOYSA-N	N=C(O)NC(=N)O	-85.12	C06555	cpd03963
cpd00073_c0	Urea_c0	CH4N2O	0	XSQUKJJJFZCRTK-UHFFFAOYSA-N	N=C(N)O	-48.7	C00086	cpd00073
cpd11474_c0	Decanoyl-ACP_c0	C21H40N2O8PRS	-2				C05755	cpd11474
cpd11489_c0	3-oxododecanoyl-acp_c0	C23H42N2O9PRS	-2				C05756	cpd11489
cpd00355_e0	Nicotinamide ribonucleotide_e0	C11H14N2O8P	-1	DAYLJWODMCOQEW-TURQNECASA-M	N=C([O-])c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1	-337.74	C00455	cpd00355
cpd00355_c0	Nicotinamide ribonucleotide_c0	C11H14N2O8P	-1	DAYLJWODMCOQEW-TURQNECASA-M	N=C([O-])c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1	-337.74	C00455	cpd00355
cpd11507_c0	8-methyl-decanoyl-ACP_c0	C22H41N2O8PRS	-1					cpd11507
cpd00105_c0	D-Ribose_c0	C5H10O5	0	HMFHBZSHGGEWLO-AIHAYLRMSA-N	OCC1OC(O)C(O)C1O	-181.62	C00121	cpd00105
cpd00258_c0	D-Ribulose_c0	C5H10O5	0	ZAQJHHRNXZUBTE-NQXXGFSBSA-N	O=C(CO)C(O)C(O)CO	-181	C00309	cpd00258
cpd00347_c0	5-10-Methenyltetrahydrofolate_c0	C20H20N7O6	-1	MEANFMOQMXYMCT-OLZOCXBDSA-M	N=c1nc(O)c2c([nH]1)NCC1C[N+](c3ccc(C(O)=NC(CCC(=O)[O-])C(=O)[O-])cc3)=CN21	-97	C00445	cpd00347
cpd11476_c0	hexadecanoyl-acp_c0	C27H51N2O8PRS	-2				C05764	cpd11476
cpd00134_c0	Palmitoyl-CoA_c0	C37H62N7O17P3S	-4	MNBKLUUYKPBKDU-BBECNAHFSA-J	CCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-763.15	C00154	cpd00134
cpd15329_c0	1-octadecanoyl-sn-glycerol 3-phosphate_c0	C21H41O7P	-2	LAYXSTYJRSVXIH-HXUWFJFHSA-L	CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-]	-340.21		cpd15329
cpd15526_c0	1,2-dioctadecanoyl-sn-glycerol 3-phosphate_c0	C39H76O8P	-1			-351.74		cpd15526
cpd02730_c0	3-Deoxy-D-manno-octulosonate8-phosphate_c0	C8H12O11P	-3	RTNBXJBOAIDPME-SHUUEZRQSA-K	O=C([O-])C(=O)CC(O)C(O)C(O)C(O)COP(=O)([O-])[O-]	-505.48	C04478	cpd02730
cpd00875_c0	KDO_c0	C8H13O8	-1	KYQCXUMVJGMDNG-SHUUEZRQSA-M	O=C([O-])C(=O)CC(O)C(O)C(O)C(O)CO	-292.98	C01187	cpd00875
cpd00346_c0	L-Aspartate4-semialdehyde_c0	C4H7NO3	0	HOSWPDPVFBCLSY-VKHMYHEASA-N	NC(CC=O)C(=O)O	-113.05	C00441	cpd00346
cpd02120_c0	Dihydrodipicolinate_c0	C7H5NO4	-2	UWOCFOFVIBZJGH-YFKPBYRVSA-L	O=C([O-])C1=NC(C(=O)[O-])CC=C1	-133.7	C03340	cpd02120
cpd00076_c0	Sucrose_c0	C12H22O11	0	CZMRCDWAGMRECN-UGDNZRGBSA-N	OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O	-377.65	C00089	cpd00076
cpd00027_c0	D-Glucose_c0	C6H12O6	0	WQZGKKKJIJFFOK-DVKNGEFBSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28	C00031	cpd00027
cpd02298_c0	1F-beta-D-Fructosylsucrose_c0	C18H32O16	0	VAWYEUIPHLMNNF-OESPXIITSA-N	OCC1OC(OC2(COC3(CO)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O	-537.02	C03661	cpd02298
cpd00695_c0	2-Oxoglutaramate_c0	C5H6NO4	-1	COJBGNAUUSNXHX-UHFFFAOYSA-M	N=C([O-])CCC(=O)C(=O)O	-146.46	C00940	cpd00695
cpd00100_c0	Glycerol_c0	C3H8O3	0	PEDCQBHIVMGVHV-UHFFFAOYSA-N	OCC(O)CO	-116.18	C00116	cpd00100
cpd00100_e0	Glycerol_e0	C3H8O3	0	PEDCQBHIVMGVHV-UHFFFAOYSA-N	OCC(O)CO	-116.18	C00116	cpd00100
cpd11568_c0	14-methyl-trans-pentadec-2-enoyl-ACP_c0	C27H49N2O8PRS	-1					cpd11568
cpd11569_c0	14-methyl-pentadecanoyl-ACP_c0	C27H51N2O8PRS	-2					cpd11569
cpd15606_c0	Gly-Tyr_c0	C11H14N2O4	0					cpd15606
cpd00069_c0	L-Tyrosine_c0	C9H11NO3	0	OUYCCCASQSFEME-QMMMGPOBSA-N	NC(Cc1ccc(O)cc1)C(=O)O	-90.53	C00082	cpd00069
cpd11546_c0	4-methyl-3-oxo-pentanoyl-ACP_c0	C17H29N2O9PRS	-1					cpd11546
cpd11547_c0	4-methyl-3-hydroxy-pentanoyl-ACP_c0	C17H31N2O9PRS	-1					cpd11547
cpd11539_c0	13-methyl-trans-tetra-dec-2-enoyl-ACP_c0	C26H47N2O8PRS	-1					cpd11539
cpd11491_c0	3-oxotetradecanoyl-acp_c0	C25H46N2O9PRS	-2				C05759	cpd11491
cpd11558_c0	10-methyl-3-oxo-undecanoyl-ACP_c0	C23H41N2O9PRS	-1					cpd11558
cpd11559_c0	10-methyl-3-hydroxy-undecanoyl-ACP_c0	C23H43N2O9PRS	-1					cpd11559
cpd00135_c0	Homocysteine_c0	C4H9NO2S	0	FFFHZYDWPBMWHY-VKHMYHEASA-N	NC(CCS)C(=O)O	-81.774	C00155	cpd00135
cpd00060_c0	L-Methionine_c0	C5H11NO2S	0	FFEARJCKVFRZRR-BYPYZUCNSA-N	CSCCC(N)C(=O)O	-75.91	C00073	cpd00060
cpd00078_c0	Succinyl-CoA_c0	C25H35N7O19P3S	-5	VNOYUJKHFWYWIR-ITIYDSSPSA-I	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)CCC(=O)[O-]	-862.04	C00091	cpd00078
cpd00227_c0	L-Homoserine_c0	C4H9NO3	0	UKAUYVFTDYCKQA-VKHMYHEASA-N	NC(CCO)C(=O)O	-122.53	C00263	cpd00227
cpd09027_c0	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate_c0	C5H5N4O5	-1	WHKYNCPIXMNTRQ-UHFFFAOYSA-M	N=C(O)N=C1N=C(O)NC1(O)C(=O)[O-]	-184.24	C12248	cpd09027
cpd01567_c0	(R)-Allantoin_c0	C4H5N4O3	-1	POJWUDADGALRAB-PVQJCKRUSA-N	N=C(O)NC1N=C(O)N=C1O	-116.06	C02348	cpd01567
cpd00130_c0	L-Malate_c0	C4H4O5	-2	BJEPYKJPYRNKOW-REOHCLBHSA-L	O=C([O-])CC(O)C(=O)[O-]	-201	C00149	cpd00130
cpd11521_c0	5-methyl-3-oxo-hexanoyl-ACP_c0	C18H31N2O9PRS	-1					cpd11521
cpd00068_c0	ITP_c0	C10H12N4O14P3	-3	HAEJPQIATWHALX-KQYNXXCUSA-K	O=P([O-])([O-])OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-729.58	C00081	cpd00068
cpd00367_c0	Cytidine_c0	C9H13N3O5	0	UHDGCWIWMRVCDJ-XVFCMESISA-N	N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1	-132.88	C00475	cpd00367
cpd00090_c0	IDP_c0	C10H12N4O11P2	-2	JPXZQMKKFWMMGK-KQYNXXCUSA-L	O=P([O-])(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-521.58	C00104	cpd00090
cpd11912_c0	tRNA-Glu_c0	C10H12N5O3R	0				C01641	cpd11912
cpd12227_c0	L-Glutamyl-tRNA-Glu_c0	C15H19N6O6R	0				C02987	cpd12227
cpd00080_c0	Glycerol-3-phosphate_c0	C3H7O6P	-2	AWUCVROLDVIAJX-GSVOUGTGSA-L	O=P([O-])([O-])OCC(O)CO	-328.68	C00093	cpd00080
cpd11669_c0	Q_c0	C19H26O4	0	SQQWBSBBCSFQGC-JLHYYAGUSA-N	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)C)=C(C)C1=O	-26.04	C00399	cpd11669
cpd00095_c0	Glycerone-phosphate_c0	C3H5O6P	-2	GNGACRATGGDKBX-UHFFFAOYSA-L	O=C(CO)COP(=O)([O-])[O-]	-320.66	C00111	cpd00095
cpd11665_c0	QH2_c0	C19H28O4	0	RNUCUWWMTTWKAH-JLHYYAGUSA-N	COc1c(O)c(C)c(CC=C(C)CCC=C(C)C)c(O)c1OC	-47.74	C00390	cpd11665
cpd00342_c0	N-Acetylornithine_c0	C7H14N2O3	0	JRLGPAXAGHMNOL-LURJTMIESA-N	CC(O)=NC(CCCN)C(=O)O	-115.26	C00437	cpd00342
cpd00918_c0	2-Acetamido-5-oxopentanoate_c0	C7H10NO4	-1	BCPSFKBPHHBDAI-LURJTMIESA-M	CC([O-])=NC(CCC=O)C(=O)O	-141.03	C01250	cpd00918
cpd00249_c0	Uridine_c0	C9H12N2O6	0	DRTQHJPVMGBUCF-XVFCMESISA-N	O=c1nc(O)ccn1C1OC(CO)C(O)C1O	-185.27	C00299	cpd00249
cpd14698_c0	3-Methyl-1-hydroxybutyl-TPP_c0	C17H27N4O8P2S	-1	OZAWOYZVNPQFFO-UHFFFAOYSA-M	Cc1ncc(C[n+]2c(C(O)CC(C)C)sc(CCOP(=O)([O-])OP(=O)([O-])O)c2C)c(=N)[nH]1	-402.1	C15974	cpd14698
cpd14699_c0	S-(3-Methylbutanoyl)-dihydrolipoamide-E_c0	C13H25NO2S2	0				C15975	cpd14699
cpd04058_c0	L-N2-(2-Carboxyethyl)arginine_c0	C9H18N4O4	0	OHWCFZJEIHZWMN-LURJTMIESA-N	N=C(N)NCCCC(NCCC(=O)O)C(=O)O	-141.43	C06655	cpd04058
cpd00050_c0	FMN_c0	C17H18N4O9P	-3	ANKZYBDXHMZBDK-SCRDCRAPSA-K	Cc1cc2nc3c([O-])nc(=O)[nH]c3[n+](CC(O)C(O)C(O)COP(=O)([O-])[O-])c2cc1C	-323.22	C00061	cpd00050
cpd00349_c0	Sedoheptulose 1,7-bisphosphate_c0	C7H12O13P2	-4	OKHXOUGRECCASI-SHUUEZRQSA-J	O=C(COP(=O)([O-])[O-])C(O)C(O)C(O)C(O)COP(=O)([O-])[O-]	-678.84	C00447	cpd00349
cpd00113_c0	Isopentenyldiphosphate_c0	C5H10O7P2	-2	NUHSROFQTUXZQQ-UHFFFAOYSA-L	C=C(C)CCOP(=O)(O)OP(=O)([O-])[O-]	-439.84	C00129	cpd00113
cpd00202_c0	DMAPP_c0	C5H10O7P2	-2	CBIDRCWHNCKSTO-UHFFFAOYSA-L	CC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-439.18	C00235	cpd00202
cpd11580_c0	Gly-Gln_c0	C7H13N3O4	0	PNMUAGGSDZXTHX-BYPYZUCNSA-N	N=C(O)CCC(N=C(O)CN)C(=O)O	-152.27		cpd11580
cpd11560_c0	10-methyl-trans-undec-2-enoyl-ACP_c0	C23H41N2O8PRS	-1					cpd11560
cpd11561_c0	10-methyl-undecanoyl-ACP_c0	C23H43N2O8PRS	-1					cpd11561
cpd11552_c0	6-methyl-trans-hept-2-enoyl-ACP_c0	C19H33N2O8PRS	-1					cpd11552
cpd00834_c0	Phosphopantetheine_c0	C11H21N2O7PS	-2	JDMUPRLRUUMCTL-VIFPVBQESA-L	CC(C)(COP(=O)(O)O)C(O)C([O-])=NCCC([O-])=NCCS	-347.644	C01134	cpd00834
cpd00655_c0	Dephospho-CoA_c0	C21H33N7O13P2S	-2	KDTSHFARGAKYJN-IBOSZNHHSA-L	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(O)C([O-])=NCCC([O-])=NCCS	-539.494	C00882	cpd00655
cpd01777_c0	Phosphoribosyl-AMP_c0	C15H19N5O14P2	-4	RTQMRTSPTLIIHM-KEOHHSTQSA-J	N=c1c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2ncn1C1OC(COP(=O)([O-])[O-])C(O)C1O	-599.22	C02741	cpd01777
cpd02979_c0	phosphoribosylformiminoaicar-phosphate_c0	C15H21N5O15P2	-4	QOUSHGMTBIIAHR-KEOHHSTQSA-J	NC(=O)c1ncn(C2OC(COP(=O)([O-])[O-])C(O)C2O)c1N=CNC1OC(COP(=O)([O-])[O-])C(O)C1O	-651.87	C04896	cpd02979
cpd00089_c0	Glucose-1-phosphate_c0	C6H11O9P	-2	HXXFSFRBOHSIMQ-VFUOTHLCSA-L	O=P([O-])([O-])OC1OC(CO)C(O)C(O)C1O	-430.78	C00103	cpd00089
cpd00626_c0	dTDPglucose_c0	C16H24N2O16P2	-2	YSYKRGRSMLTJNL-URARBOGNSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)O2)c(=O)nc1[O-]	-723.12	C00842	cpd00626
cpd00322_c0	L-Isoleucine_c0	C6H13NO2	0	AGPKZVBTJJNPAG-WHFBIAKZSA-N	CCC(C)C(N)C(=O)O	-84.87	C00407	cpd00322
cpd00039_c0	L-Lysine_c0	C6H15N2O2	1	KDXKERNSBIXSRK-YFKPBYRVSA-O	NC(CCCC[NH3+])C(=O)O	-84.04	C00047	cpd00039
cpd00525_c0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate_c0	C28H39N5O23P2	-4	OJZCATPXPWFLHF-HPUCEMLMSA-J	CC([O-])=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(O)=NC(C)C([O-])=NC(CCC(=O)[O-])C(=O)O	-958.02	C00692	cpd00525
cpd02861_c0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine_c0	C34H52N7O24P2	-3	RLNOPSGEZLGFAH-OCMBHFTRSA-K	CC([O-])=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)[O-])C(O)=NC(CCCCN)C(=O)O	-984.91	C04700	cpd02861
cpd11534_c0	11-methyl-3-hydroxy-dodecanoyl-ACP_c0	C24H45N2O9PRS	-1					cpd11534
cpd11535_c0	11-methyl-trans-dodec-2-enoyl-ACP_c0	C24H43N2O8PRS	-1					cpd11535
cpd11496_c0	4-methyl-3-oxo-hexanoyl-ACP_c0	C18H31N2O9PRS	-1					cpd11496
cpd00288_c0	D-Glucosamine phosphate_c0	C6H13NO8P	-1	XHMJOUIAFHJHBW-IVMDWMLBSA-M	NC1C(O)OC(COP(=O)([O-])O)C(O)C1O	-395.53	C00352	cpd00288
cpd02535_c0	2,3-Dihydroxy-3-methylvalerate_c0	C6H11O4	-1	PDGXJDXVGMHUIR-UJURSFKZSA-M	CCC(C)(O)C(O)C(=O)[O-]	-159.58	C04104	cpd02535
cpd02882_c0	4--1-D-Ribitylamino-5-aminouracil_c0	C9H16N4O6	0	XKQZIXVJVUPORE-RPDRRWSUSA-N	Nc1c(O)nc(O)nc1NCC(O)C(O)C(O)CO	-189.57	C04732	cpd02882
cpd02656_c0	6-7-Dimethyl-8--1-D-ribityllumazine_c0	C13H17N4O6	-1	SXDXRJZUAJBNFL-XKSSXDPKSA-M	Cc1nc2c([O-])nc(=O)nc-2n(CC(O)C(O)C(O)CO)c1C	-124.62	C04332	cpd02656
cpd15700_c0	Diisohexadecanoylphosphatidylethanolamine_c0	C37H74NO8P	0			-344.85		cpd15700
cpd11582_c0	ala-L-Thr-L_c0	C7H14N2O4	0			-155.11		cpd11582
cpd00161_c0	L-Threonine_c0	C4H9NO3	0	AYFVYJQAPQTCCC-GBXIJSLDSA-N	CC(O)C(N)C(=O)O	-124.34	C00188	cpd00161
cpd11501_c0	6-methyl-3-hydroxy-octanoyl-ACP_c0	C20H37N2O9PRS	-1					cpd11501
cpd00094_c0	2-Oxobutyrate_c0	C4H5O3	-1	TYEYBOSBBBHJIV-UHFFFAOYSA-M	CCC(=O)C(=O)[O-]	-111.07	C00109	cpd00094
cpd09790_c0	3-Methylsalicylaldehyde_c0	C8H8O2	0	IPPQNXSAJZOTJZ-UHFFFAOYSA-N	Cc1cccc(C=O)c1O	-41.46	C14087	cpd09790
cpd09791_c0	3-Methylsalicylate_c0	C8H7O3	-1	WHSXTWFYRGOBGO-UHFFFAOYSA-M	Cc1cccc(C(=O)O)c1[O-]	-94.16	C14088	cpd09791
cpd00101_c0	ribose-5-phosphate_c0	C5H9O8P	-2	PPQRONHOSHZGFQ-LMVFSUKVSA-L	O=CC(O)C(O)C(O)COP(=O)([O-])[O-]	-392.04	C00117	cpd00101
cpd17043_c0	RNA transcription_c0	null	0					cpd17043
cpd01716_c0	3-Dehydroshikimate_c0	C7H7O5	-1	SLWWJZMPHJJOPH-PHDIDXHHSA-M	O=C([O-])C1=CC(=O)C(O)C(O)C1	-166.28	C02637	cpd01716
cpd11475_c0	(2E)-Decenoyl-[acp]_c0	C21H37N2O8PRS	-2				C05754	cpd11475
cpd12606_c0	Plasmenylethanolamine_c0	C8H13NO7PR2	-1				C04756	cpd12606
cpd00444_c0	CDPethanolamine_c0	C11H19N4O11P2	-1	WVIMUEUQJFPNDK-PEBGCTIMSA-M	N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OCCN)C(O)C2O)c([O-])n1	-536.39	C00570	cpd00444
cpd12322_c0	1-Alkenyl-2-acylglycerol_c0	C6H8O4R2	0				C03454	cpd12322
cpd01982_c0	5-Phosphoribosylamine_c0	C5H11NO7P	-1	SKCBPEVYGOQGJN-TXICZTDVSA-M	NC1OC(COP(=O)([O-])O)C(O)C1O	-358.87	C03090	cpd01982
cpd02132_c0	3-Phospho-D-erythronate_c0	C4H7O8P	-2	CMVHVKHUWLAUNF-PWNYCUMCSA-K	O=C([O-])C(O)C(CO)OP(=O)([O-])[O-]	-408.32	C03356	cpd02132
cpd02645_c0	Phosphoenol-4-deoxy-3-tetrulosonate_c0	C4H5O7P	-2	FPQJGWWGSNGINK-UHFFFAOYSA-K	C=C(OP(=O)([O-])[O-])C(O)C(=O)[O-]	-350.95	C04309	cpd02645
cpd15366_c0	(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]_c0	C23H41N2O9PRS	-1					cpd15366
cpd15569_c0	trans-3-cis-5-dodecenoyl-[acyl-carrier protein]_c0	C23H39N2O8PRS	-1					cpd15569
cpd12273_c0	1-Alkyl-2-acylglycerol_c0	C4H6O4R2	0				C03201	cpd12273
cpd12554_c0	1-Alkyl-2-acylglycerophosphoethanolamine_c0	C6H11NO7PR2	-1				C04475	cpd12554
cpd15277_c0	Palmitoyl-ACP_c0	C27H51N2O8PRS	-2					cpd15277
cpd15327_c0	1-hexadecanoyl-sn-glycerol 3-phosphate_c0	C19H38O7P	-1			-343.45		cpd15327
cpd15524_c0	1,2-dihexadecanoyl-sn-glycerol 3-phosphate_c0	C35H68O8P	-1			-358.22		cpd15524
cpd15421_c0	CDP-1,2-dioctadecanoylglycerol_c0	C48H87N3O15P2	-2	PDCWLWQTNQCGRI-IGIWICMZSA-L	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(=N)nc2[O-])C(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC	-631.12		cpd15421
cpd02991_c0	phosphoribulosylformimino-AICAR-phosphate_c0	C15H22N5O15P2	-3	BLKFNHOCHNCLII-GHVQHMAVSA-J	NC(=O)c1ncn(C2OC(COP(=O)([O-])[O-])C(O)C2O)c1NC=NCC(=O)C(O)C(O)COP(=O)([O-])[O-]	-651.25	C04916	cpd02991
cpd15684_c0	CDP-1,2-dianteisoheptadecanoylglycerol_c0	C46H83N3O15P2	-2			-637.98		cpd15684
cpd15690_c0	Dianteisoheptadecanoylphosphatidylserine_c0	C40H76NO10P	-2			-422.26		cpd15690
cpd11481_c0	R-3-hydroxypalmitoyl-acyl-carrierprotein-_c0	C27H51N2O9PRS	-1				C04633	cpd11481
cpd11485_c0	3-oxohexadecanoyl-acp_c0	C27H50N2O9PRS	-2				C05762	cpd11485
cpd11508_c0	10-methyl-3-oxo-dodecanoyl-ACP_c0	C24H43N2O9PRS	-1					cpd11508
cpd00191_c0	3-Oxopropanoate_c0	C3H3O3	-1	OAKURXIZZOAYBC-UHFFFAOYSA-M	O=CCC(=O)[O-]	-111.88	C00222	cpd00191
cpd00182_c0	Adenosine_c0	C10H13N5O4	0	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O	-45.35	C00212	cpd00182
cpd00285_c0	Phosphoethanolamine_c0	C2H7NO4P	-1	SUHOOTKUPISOBE-UHFFFAOYSA-M	NCCOP(=O)([O-])O	-257.01	C00346	cpd00285
cpd15370_c0	(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]_c0	C29H53N2O9PRS	-1					cpd15370
cpd15568_c0	trans-3-cis-11-vacceoyl-[acyl-carrier protein]_c0	C29H51N2O8PRS	-1					cpd15568
cpd15603_c0	Gly-Cys_c0	C5H10N2O3S	0					cpd15603
cpd11435_c0	fa1coa_c0	C35H59N7O17P3S	-3			-768.2		cpd11435
cpd15673_c0	1-isotetradecanoyl-sn-glycerol 3-phosphate_c0	C17H34O7P	-1			-348.5		cpd15673
cpd00110_c0	Cytochrome c2+_c0	C42H52FeN8O6S2	4				C00126	cpd00110
cpd00109_c0	Cytochrome c3+_c0	C42H52FeN8O6S2	5				C00125	cpd00109
cpd15395_c0	applipoprotein_c0	C3H6NOR2S	1					cpd15395
cpd15531_c0	phosphatidylethanolamine dihexadecanoyl_c0	C37H74NO8P	0			-341.23		cpd15531
cpd11959_c0	Lipoprotein_c0	C19H35NO2R2S	0				C01834	cpd11959
cpd15339_c0	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)_c0	C21H44NO7P	0			-326.46		cpd15339
cpd15417_c0	CDP-1,2-didodecanoylglycerol_c0	C36H63N3O15P2	-2			-650.56		cpd15417
cpd00532_c0	O2-_c0	O2	-1	OUUQCZGPVNCOIJ-UHFFFAOYSA-M	[O][O-]	6.9	C00704	cpd00532
cpd11517_c0	14-methyl-3-hydroxy-hexa-decanoyl-ACP_c0	C28H53N2O9PRS	-1					cpd11517
cpd11518_c0	14-methyl-trans-hexa-dec-2-enoyl-ACP_c0	C28H51N2O8PRS	-1					cpd11518
cpd11480_c0	D-3-Hydroxydodecanoyl-[acp]_c0	C23H43N2O9PRS	-2				C05757	cpd11480
